Store_ID,SKU_ID,Current_Stock,Avg_Weekly_Demand,Demand_StdDev,Max_Shelf_Capacity,Total_Shelf_Space,Holding_Cost_per_Unit,Stockout_Penalty,Spoilage_Risk
STR042,SKU0054,13,22,6.28,26,902,2.21,4.58,0.57
STR042,SKU0055,61,79,13.48,80,902,1.78,4.58,0.58
STR042,SKU0056,7,15,2.88,12,902,1.4,4.45,0.5
STR042,SKU0057,43,93,27.56,87,902,1.12,5.38,0.63
STR042,SKU0058,42,61,8.53,49,902,1.66,4.29,0.5
STR042,SKU0059,9,12,1.36,13,902,1.1,4.15,0.68
STR042,SKU0060,38,90,24.47,72,902,0.71,3.57,0.26
STR042,SKU0061,47,72,19.71,74,902,2.62,3.13,0.22
STR042,SKU0062,30,58,11.28,48,902,1.98,2.5,0.59
STR042,SKU0063,60,85,17.24,68,902,1.41,3.63,0.71
STR042,SKU0064,9,56,14.96,50,902,1.62,4.72,0.67
STR042,SKU0065,32,64,15.85,65,902,2.66,4.46,0.48
STR042,SKU0066,37,73,11.17,60,902,1.3,4.36,0.2
STR042,SKU0067,41,74,7.65,77,902,1.45,5.2,0.28
STR042,SKU0068,9,90,17.63,96,902,2.42,3.31,0.47
STR042,SKU0069,87,76,20.66,90,902,1.0,4.87,0.67
STR042,SKU0070,0,99,27.64,114,902,2.15,4.63,0.42
STR042,SKU0071,17,24,6.99,24,902,1.59,3.69,0.57
STR042,SKU0072,9,41,11.31,45,902,1.75,3.26,0.32
STR042,SKU0073,25,77,16.63,72,902,2.47,4.47,0.32
STR042,SKU0074,16,27,5.1,27,902,2.98,5.81,0.72
STR042,SKU0075,71,92,23.46,88,902,2.58,2.77,0.51
STR042,SKU0076,17,52,12.89,48,902,0.9,5.84,0.86
STR042,SKU0077,16,44,9.14,48,902,1.06,4.13,0.35
STR042,SKU0078,38,87,10.22,79,902,1.52,4.99,0.51
STR042,SKU0079,44,67,19.11,63,902,2.3,5.31,0.33
STR042,SKU0080,16,42,8.03,39,902,1.77,3.03,0.38
STR042,SKU0081,18,23,3.97,26,902,2.75,2.66,0.65
STR042,SKU0082,14,43,9.71,37,902,0.62,2.95,0.84
STR042,SKU0083,50,70,16.43,66,902,1.15,3.69,0.29
STR042,SKU0084,10,13,1.85,15,902,1.05,5.85,0.29
STR042,SKU0085,59,97,25.94,78,902,2.36,2.65,0.87
STR042,SKU0086,21,68,10.74,80,902,1.66,5.72,0.72
STR042,SKU0087,24,38,5.22,44,902,0.54,4.46,0.42
STR042,SKU0088,51,92,16.68,88,902,2.43,2.86,0.48
STR042,SKU0089,8,15,3.69,15,902,1.4,3.03,0.75
STR042,SKU0090,61,58,17.0,69,902,1.15,4.91,0.69
STR042,SKU0091,30,49,12.83,50,902,0.96,4.63,0.63
STR042,SKU0092,68,92,26.5,77,902,2.87,3.09,0.81
STR042,SKU0093,38,74,9.48,84,902,2.86,5.67,0.42
STR042,SKU0094,44,78,8.91,66,902,0.69,2.97,0.35
STR042,SKU0095,30,36,7.62,32,902,1.08,4.29,0.49
STR042,SKU0096,55,89,14.07,102,902,2.12,4.35,0.21
STR042,SKU0097,10,15,3.98,13,902,2.18,5.55,0.56
STR042,SKU0098,18,22,5.16,24,902,1.54,2.58,0.46
STR042,SKU0099,78,73,21.47,71,902,1.92,2.98,0.29
STR042,SKU0100,30,71,10.72,78,902,2.26,3.1,0.81
STR043,SKU0001,14,28,5.52,25,902,2.88,2.72,0.34
STR043,SKU0002,75,85,17.02,82,902,2.31,4.71,0.69
STR043,SKU0003,79,89,13.16,82,902,0.78,3.3,0.69
STR043,SKU0004,28,52,11.34,46,902,2.29,4.52,0.23
STR043,SKU0005,54,83,15.66,76,902,0.67,5.24,0.5
STR043,SKU0006,65,98,18.56,91,902,1.76,3.93,0.53
STR043,SKU0007,18,29,5.0,34,902,1.82,5.19,0.77
STR043,SKU0008,48,77,7.96,78,902,2.45,5.22,0.64
STR043,SKU0009,46,53,10.83,52,902,0.53,3.42,0.24
STR043,SKU0010,9,32,5.35,32,902,2.69,2.56,0.51
STR043,SKU0011,5,11,1.1,13,902,2.16,2.86,0.41
STR043,SKU0012,21,31,5.01,32,902,0.58,5.38,0.32
STR043,SKU0013,34,66,10.28,71,902,0.9,3.92,0.39
STR043,SKU0014,52,81,14.47,74,902,0.6,5.44,0.79
STR043,SKU0015,11,16,2.02,15,902,2.41,4.42,0.63
STR043,SKU0016,80,87,17.53,76,902,0.93,3.19,0.5
STR043,SKU0017,43,65,15.5,69,902,0.61,4.99,0.7
STR043,SKU0018,71,76,17.18,71,902,0.84,4.45,0.88
STR043,SKU0019,15,25,6.52,27,902,1.9,3.73,0.85
STR043,SKU0020,49,92,17.52,81,902,1.74,2.81,0.27
STR043,SKU0021,17,60,12.23,57,902,1.12,2.86,0.43
STR043,SKU0022,30,91,23.85,89,902,2.86,3.16,0.42
STR043,SKU0023,53,89,16.51,77,902,2.64,4.86,0.59
STR043,SKU0024,49,81,19.47,67,902,1.29,5.05,0.26
STR043,SKU0025,13,21,3.93,19,902,1.69,4.71,0.85
STR043,SKU0026,58,62,11.38,63,902,1.79,3.68,0.75
STR043,SKU0027,66,84,21.17,89,902,2.39,4.04,0.29
STR043,SKU0028,9,14,1.89,13,902,1.57,4.98,0.38
STR043,SKU0029,32,36,6.04,36,902,1.87,4.81,0.3
STR043,SKU0030,11,21,3.04,21,902,1.53,5.21,0.53
STR043,SKU0031,13,26,4.47,26,902,2.41,3.34,0.82
STR043,SKU0032,11,15,2.19,12,902,1.89,2.52,0.65
STR043,SKU0033,9,14,3.02,13,902,2.57,3.43,0.62
STR043,SKU0034,38,66,17.14,58,902,0.63,3.72,0.25
STR043,SKU0035,21,37,9.52,37,902,2.76,5.86,0.83
STR043,SKU0036,49,87,15.04,95,902,2.55,3.26,0.4
STR043,SKU0037,44,78,23.22,80,902,2.55,5.39,0.83
STR043,SKU0038,40,68,14.88,60,902,0.85,4.68,0.52
STR043,SKU0039,22,42,7.55,37,902,1.16,3.09,0.57
STR043,SKU0040,53,71,18.96,57,902,2.95,3.91,0.62
STR043,SKU0041,46,59,14.51,57,902,2.88,4.29,0.4
STR043,SKU0042,12,28,7.0,27,902,1.07,3.7,0.78
STR043,SKU0043,68,95,13.23,84,902,1.58,3.29,0.87
STR043,SKU0044,27,78,15.11,86,902,0.89,3.38,0.4
STR043,SKU0045,55,75,20.43,71,902,1.16,4.55,0.2
STR043,SKU0046,39,56,11.25,59,902,0.96,4.91,0.57
STR043,SKU0047,27,48,11.36,50,902,0.7,4.14,0.61
STR043,SKU0048,47,77,16.75,80,902,1.95,5.8,0.24
STR043,SKU0049,22,42,11.28,48,902,1.1,5.05,0.67
STR043,SKU0050,11,22,3.45,17,902,2.98,5.62,0.4
STR043,SKU0051,55,93,20.0,76,902,1.79,4.16,0.87
STR043,SKU0052,33,63,7.85,68,902,1.4,2.55,0.75
STR043,SKU0053,13,16,3.81,15,902,2.78,4.57,0.25
STR043,SKU0054,7,88,21.68,105,902,2.05,5.36,0.87
STR043,SKU0055,56,96,10.42,85,902,0.82,4.38,0.36
STR043,SKU0056,3,23,5.41,20,902,1.74,4.49,0.76
STR043,SKU0057,38,96,17.56,99,902,1.6,5.91,0.65
STR043,SKU0058,14,28,3.49,25,902,2.41,3.78,0.58
STR043,SKU0059,53,63,11.59,58,902,2.23,5.31,0.85
STR043,SKU0060,22,29,4.03,33,902,1.43,4.27,0.62
STR043,SKU0061,23,38,6.96,30,902,1.67,4.12,0.8
STR043,SKU0062,20,33,5.84,33,902,1.8,3.01,0.78
STR043,SKU0063,77,91,22.54,84,902,1.56,5.12,0.67
STR043,SKU0064,63,72,18.35,67,902,0.77,5.38,0.54
STR043,SKU0065,39,83,18.38,74,902,2.76,4.01,0.27
STR043,SKU0066,44,66,6.9,56,902,2.18,5.17,0.31
STR043,SKU0067,5,17,4.87,13,902,1.67,4.53,0.57
STR043,SKU0068,50,99,23.49,118,902,1.92,3.4,0.43
STR043,SKU0069,47,71,7.59,75,902,1.03,5.73,0.35
STR043,SKU0070,16,38,10.02,42,902,1.83,4.94,0.88
STR043,SKU0071,45,83,11.62,68,902,2.37,5.57,0.8
STR043,SKU0072,6,26,5.61,20,902,1.83,3.49,0.5
STR043,SKU0073,51,75,14.5,78,902,1.7,5.71,0.81
STR043,SKU0074,6,15,2.76,16,902,1.66,3.78,0.24
STR043,SKU0075,24,67,18.62,64,902,2.4,2.53,0.27
STR043,SKU0076,66,78,14.62,74,902,2.38,2.76,0.86
STR043,SKU0077,19,37,4.26,35,902,2.38,2.81,0.68
STR043,SKU0078,58,71,20.54,61,902,1.12,3.23,0.74
STR043,SKU0079,45,50,14.21,55,902,2.04,3.15,0.78
STR043,SKU0080,63,78,18.48,69,902,2.45,2.7,0.24
STR043,SKU0081,50,91,17.62,84,902,1.9,5.63,0.7
STR043,SKU0082,54,99,11.74,105,902,2.45,5.4,0.45
STR043,SKU0083,33,93,24.01,74,902,2.64,5.17,0.77
STR043,SKU0084,19,50,5.75,55,902,0.93,4.18,0.47
STR043,SKU0085,39,58,6.6,67,902,1.27,3.99,0.74
STR043,SKU0086,42,58,12.03,47,902,2.0,3.99,0.83
STR043,SKU0087,56,85,11.22,88,902,1.22,3.42,0.44
STR043,SKU0088,24,80,8.12,77,902,2.85,4.63,0.53
STR043,SKU0089,6,12,2.22,9,902,0.99,2.71,0.58
STR043,SKU0090,12,19,2.42,20,902,1.39,4.81,0.68
STR043,SKU0091,75,98,12.95,102,902,2.99,4.3,0.79
STR043,SKU0092,27,44,5.08,46,902,0.97,5.36,0.35
STR043,SKU0093,55,89,12.55,100,902,1.62,5.9,0.86
STR043,SKU0094,4,11,2.67,10,902,1.28,5.57,0.75
STR043,SKU0095,23,33,8.64,35,902,2.52,5.02,0.3
STR043,SKU0096,46,83,15.81,91,902,1.26,4.01,0.44
STR043,SKU0097,21,47,9.46,40,902,0.9,3.25,0.38
STR043,SKU0098,14,31,3.3,36,902,2.83,4.83,0.31
STR043,SKU0099,17,35,3.99,32,902,1.29,3.21,0.65
STR043,SKU0100,33,52,7.88,56,902,2.35,2.57,0.25
STR044,SKU0001,19,64,13.36,70,902,1.23,4.51,0.62
STR044,SKU0002,25,48,11.9,48,902,0.95,3.88,0.78
STR044,SKU0003,33,38,8.4,32,902,2.51,5.57,0.45
STR044,SKU0004,9,29,5.17,26,902,0.64,4.76,0.54
STR044,SKU0005,32,50,6.18,44,902,1.33,4.77,0.3
STR044,SKU0006,46,63,16.14,63,902,2.45,5.26,0.7
STR044,SKU0007,15,29,5.01,26,902,1.78,3.67,0.84
STR044,SKU0008,21,28,6.92,28,902,2.22,5.85,0.71
STR044,SKU0009,52,93,18.84,85,902,0.67,3.27,0.29
STR044,SKU0010,59,75,18.58,60,902,2.37,5.55,0.44
STR044,SKU0011,11,39,10.98,36,902,0.93,5.69,0.32
STR044,SKU0012,70,62,17.62,64,902,2.52,2.64,0.61
STR044,SKU0013,38,43,8.9,47,902,1.91,4.71,0.71
STR044,SKU0014,4,31,6.27,25,902,2.35,5.12,0.88
STR044,SKU0015,59,76,11.64,68,902,1.03,5.84,0.55
STR044,SKU0016,6,15,4.31,17,902,1.49,3.38,0.65
STR044,SKU0017,76,88,16.86,79,902,2.51,4.47,0.27
STR044,SKU0018,26,36,4.52,39,902,2.78,5.21,0.31
STR044,SKU0019,7,19,3.54,19,902,1.07,3.02,0.36
STR044,SKU0020,55,82,10.28,69,902,2.48,5.49,0.24
STR044,SKU0021,26,57,11.43,60,902,0.77,3.91,0.49
STR044,SKU0022,56,79,16.77,93,902,1.56,4.74,0.87
STR044,SKU0023,41,68,11.39,78,902,2.85,2.65,0.66
STR044,SKU0024,35,68,7.77,73,902,2.86,3.28,0.51
STR044,SKU0025,2,11,3.18,11,902,1.24,4.17,0.55
STR044,SKU0026,25,38,9.68,35,902,0.98,3.51,0.3
STR044,SKU0027,55,77,20.62,72,902,0.87,5.85,0.27
STR044,SKU0028,42,74,12.83,69,902,1.7,5.28,0.38
STR044,SKU0029,37,92,23.2,107,902,0.73,5.53,0.41
STR044,SKU0030,17,35,6.9,30,902,1.39,4.13,0.29
STR044,SKU0031,43,98,13.74,93,902,0.54,4.16,0.68
STR044,SKU0032,13,19,2.37,18,902,1.15,5.32,0.85
STR044,SKU0033,14,62,10.48,59,902,2.75,3.86,0.32
STR044,SKU0034,63,88,11.22,70,902,1.62,4.18,0.79
STR044,SKU0035,39,68,20.38,61,902,0.68,4.35,0.41
STR044,SKU0036,20,31,3.4,30,902,2.12,4.63,0.62
STR044,SKU0037,42,60,11.29,66,902,2.89,4.77,0.26
STR044,SKU0038,35,57,10.85,58,902,1.66,4.88,0.37
STR044,SKU0039,16,30,4.8,28,902,2.06,4.05,0.31
STR044,SKU0040,25,31,6.64,33,902,2.8,3.53,0.31
STR044,SKU0041,14,39,5.07,41,902,1.55,5.72,0.85
STR044,SKU0042,31,34,8.73,30,902,2.16,5.39,0.45
STR044,SKU0043,15,37,6.16,31,902,1.6,2.51,0.34
STR044,SKU0044,39,74,16.15,82,902,2.91,4.3,0.32
STR044,SKU0045,51,54,13.13,54,902,1.76,3.46,0.67
STR044,SKU0046,93,77,21.39,67,902,2.71,4.75,0.7
STR044,SKU0047,10,16,4.27,14,902,1.77,4.26,0.89
STR044,SKU0048,17,58,12.86,64,902,2.17,2.57,0.64
STR044,SKU0049,13,18,3.2,19,902,1.47,5.05,0.52
STR044,SKU0050,26,45,9.03,53,902,2.79,3.46,0.36
STR044,SKU0051,30,92,23.34,90,902,2.12,3.41,0.23
STR044,SKU0052,6,10,2.76,8,902,0.55,2.61,0.82
STR044,SKU0053,8,19,2.29,20,902,0.54,5.4,0.75
STR044,SKU0054,28,45,7.96,40,902,2.19,4.53,0.76
STR044,SKU0055,29,82,20.93,76,902,0.79,4.2,0.43
STR044,SKU0056,12,55,10.25,48,902,2.29,4.87,0.45
STR044,SKU0057,13,41,6.82,37,902,1.31,3.71,0.75
STR044,SKU0058,20,41,7.47,46,902,1.85,4.49,0.68
STR044,SKU0059,10,15,3.31,15,902,0.94,3.37,0.65
STR044,SKU0060,55,57,17.1,48,902,1.12,2.72,0.59
STR044,SKU0061,41,47,9.33,48,902,1.59,4.46,0.46
STR044,SKU0062,10,26,3.68,27,902,2.16,3.27,0.72
STR044,SKU0063,47,83,11.0,95,902,0.89,5.13,0.45
STR044,SKU0064,19,36,3.9,41,902,1.2,4.08,0.71
STR044,SKU0065,36,63,13.34,51,902,1.02,3.38,0.33
STR044,SKU0066,52,59,12.33,67,902,2.66,4.63,0.61
STR044,SKU0067,27,44,6.21,36,902,2.12,2.91,0.45
STR044,SKU0068,75,94,22.47,80,902,1.67,5.16,0.78
STR044,SKU0069,39,34,8.44,28,902,2.87,4.08,0.56
STR044,SKU0070,13,37,5.62,32,902,2.34,5.34,0.64
STR044,SKU0071,12,24,4.05,26,902,2.83,2.98,0.26
STR044,SKU0072,10,13,3.88,13,902,1.99,3.84,0.55
STR044,SKU0073,53,82,14.34,88,902,0.85,3.13,0.75
STR044,SKU0074,31,36,9.08,42,902,2.19,2.71,0.8
STR044,SKU0075,18,35,6.67,33,902,1.0,5.84,0.7
STR044,SKU0076,18,28,7.24,22,902,1.36,5.04,0.49
STR044,SKU0077,10,26,6.6,27,902,1.77,3.64,0.38
STR044,SKU0078,44,52,12.14,59,902,0.89,3.36,0.47
STR044,SKU0079,30,50,13.55,59,902,0.55,3.22,0.59
STR044,SKU0080,51,51,14.68,48,902,1.32,2.65,0.2
STR044,SKU0081,53,59,12.74,66,902,2.56,2.86,0.84
STR044,SKU0082,38,93,13.72,105,902,0.54,2.86,0.44
STR044,SKU0083,43,49,8.81,42,902,0.77,4.83,0.76
STR044,SKU0084,40,48,12.08,50,902,2.52,4.58,0.57
STR044,SKU0085,18,32,7.37,27,902,1.26,4.49,0.66
STR044,SKU0086,43,61,8.27,59,902,2.85,5.07,0.73
STR044,SKU0087,30,56,6.17,64,902,1.45,3.38,0.4
STR044,SKU0088,66,72,17.03,80,902,2.49,3.7,0.62
STR044,SKU0089,47,78,11.72,80,902,1.15,2.94,0.73
STR044,SKU0090,40,52,10.4,58,902,0.65,4.56,0.74
STR044,SKU0091,25,57,14.21,49,902,2.7,5.77,0.49
STR044,SKU0092,28,43,9.14,37,902,2.82,5.52,0.71
STR044,SKU0093,34,49,5.72,43,902,2.27,4.44,0.41
STR044,SKU0094,53,84,11.52,93,902,2.43,4.76,0.29
STR044,SKU0095,47,70,10.07,80,902,0.52,5.97,0.28
STR044,SKU0096,28,59,8.94,60,902,2.38,4.31,0.55
STR044,SKU0097,50,76,16.19,89,902,1.68,5.55,0.47
STR044,SKU0098,31,71,14.26,77,902,1.63,4.25,0.36
STR044,SKU0099,40,67,9.42,68,902,1.85,2.67,0.47
STR044,SKU0100,22,42,4.77,43,902,1.18,5.77,0.49
STR045,SKU0001,48,84,11.28,95,902,2.24,2.89,0.59
STR045,SKU0002,2,25,7.42,20,902,1.24,4.96,0.24
STR045,SKU0003,55,91,17.63,78,902,1.9,3.33,0.84
STR045,SKU0004,32,57,15.59,51,902,0.84,5.65,0.46
STR045,SKU0005,3,19,5.13,22,902,2.19,3.2,0.63
STR045,SKU0006,60,91,18.41,107,902,0.97,2.99,0.41
STR045,SKU0007,37,47,11.34,44,902,0.93,4.04,0.73
STR045,SKU0008,18,28,3.88,32,902,0.56,4.24,0.52
STR045,SKU0009,35,45,10.7,45,902,0.8,5.37,0.43
STR045,SKU0010,35,68,10.5,67,902,1.08,5.17,0.87
STR045,SKU0011,39,72,19.18,81,902,1.06,3.65,0.81
STR045,SKU0012,52,86,10.04,87,902,1.32,3.85,0.33
STR045,SKU0013,35,55,14.0,53,902,0.64,4.52,0.69
STR045,SKU0014,3,12,1.44,9,902,2.84,4.43,0.73
STR045,SKU0015,28,83,22.93,66,902,0.8,5.52,0.22
STR045,SKU0016,56,74,11.9,77,902,2.25,4.15,0.87
STR045,SKU0017,7,17,3.92,14,902,1.84,5.63,0.36
STR045,SKU0018,33,60,11.85,65,902,1.88,3.22,0.84
STR045,SKU0019,53,90,15.59,94,902,0.76,5.54,0.66
STR045,SKU0020,24,82,18.79,80,902,1.11,3.57,0.56
STR045,SKU0021,15,15,4.34,16,902,2.45,5.26,0.75
STR045,SKU0022,58,98,10.61,117,902,1.66,4.48,0.67
STR045,SKU0023,17,48,13.62,43,902,1.64,5.56,0.72
STR045,SKU0024,51,69,15.31,70,902,1.86,3.31,0.8
STR045,SKU0025,19,37,9.67,42,902,1.58,4.96,0.53
STR045,SKU0026,38,63,11.14,50,902,2.52,5.47,0.5
STR045,SKU0027,40,46,8.94,40,902,2.37,5.22,0.83
STR045,SKU0028,8,18,4.93,18,902,1.29,4.48,0.76
STR045,SKU0029,73,91,16.65,92,902,2.53,4.86,0.21
STR045,SKU0030,34,65,13.45,54,902,1.8,3.19,0.66
STR045,SKU0031,41,68,7.07,65,902,2.07,3.26,0.83
STR045,SKU0032,60,94,12.38,94,902,2.67,3.44,0.68
STR045,SKU0033,5,11,2.51,10,902,1.69,5.4,0.59
STR045,SKU0034,24,70,17.04,75,902,2.39,3.09,0.32
STR045,SKU0035,46,67,14.51,74,902,2.07,3.55,0.87
STR045,SKU0036,51,69,8.88,67,902,1.57,5.72,0.64
STR045,SKU0037,35,49,9.26,47,902,2.47,5.14,0.27
STR045,SKU0038,31,45,7.7,48,902,0.76,5.07,0.85
STR045,SKU0039,23,46,9.16,47,902,1.95,4.09,0.56
STR045,SKU0040,69,88,24.12,101,902,0.62,4.96,0.31
STR045,SKU0041,18,27,6.89,26,902,0.89,4.48,0.36
STR045,SKU0042,50,72,8.41,74,902,2.0,2.75,0.88
STR045,SKU0043,19,31,8.62,26,902,1.27,4.52,0.51
STR045,SKU0044,14,20,3.89,22,902,1.16,4.08,0.49
STR045,SKU0045,32,67,16.67,64,902,2.89,2.9,0.54
STR045,SKU0046,45,66,8.45,71,902,1.41,3.7,0.69
STR045,SKU0047,26,86,20.14,83,902,1.91,5.63,0.46
STR045,SKU0048,7,13,1.91,10,902,1.84,5.31,0.49
STR045,SKU0049,44,95,17.83,91,902,0.66,5.7,0.72
STR045,SKU0050,15,16,1.65,13,902,2.19,5.01,0.52
STR045,SKU0051,47,70,9.12,67,902,1.78,4.71,0.7
STR045,SKU0052,29,63,7.46,58,902,1.45,2.99,0.87
STR045,SKU0053,38,97,14.35,85,902,0.67,2.88,0.87
STR045,SKU0054,30,77,9.24,65,902,1.23,3.36,0.51
STR045,SKU0055,28,88,20.98,96,902,2.71,3.6,0.36
STR045,SKU0056,5,10,1.06,11,902,0.93,4.62,0.38
STR045,SKU0057,24,64,14.31,57,902,1.05,5.57,0.77
STR045,SKU0058,6,12,1.54,11,902,1.01,5.62,0.26
STR045,SKU0059,73,87,25.15,85,902,2.73,4.89,0.23
STR045,SKU0060,25,47,13.47,44,902,2.25,4.51,0.68
STR045,SKU0061,7,10,1.45,9,902,2.7,3.36,0.84
STR045,SKU0062,17,47,10.48,41,902,2.78,5.78,0.36
STR045,SKU0063,52,94,9.93,108,902,2.82,4.85,0.24
STR045,SKU0064,12,38,10.88,43,902,1.71,4.37,0.83
STR045,SKU0065,9,14,2.86,13,902,1.69,2.86,0.45
STR045,SKU0066,48,83,9.02,90,902,2.57,5.39,0.58
STR045,SKU0067,26,30,5.05,29,902,1.33,3.72,0.79
STR045,SKU0068,41,80,9.23,66,902,0.56,5.65,0.38
STR045,SKU0069,31,76,13.57,85,902,1.33,3.09,0.62
STR045,SKU0070,37,56,13.1,49,902,2.29,2.67,0.89
STR045,SKU0071,52,93,18.04,100,902,0.81,4.02,0.72
STR045,SKU0072,63,92,16.26,93,902,2.46,2.77,0.48
STR045,SKU0073,26,44,5.45,47,902,2.54,2.72,0.74
STR045,SKU0074,44,77,11.47,76,902,0.75,5.0,0.22
STR045,SKU0075,40,78,9.36,84,902,0.74,3.4,0.35
STR045,SKU0076,5,10,2.61,8,902,1.0,4.74,0.72
STR045,SKU0077,31,77,9.78,62,902,1.39,4.5,0.38
STR045,SKU0078,18,21,4.6,24,902,1.83,2.99,0.29
STR045,SKU0079,56,69,11.63,75,902,1.71,3.85,0.41
STR045,SKU0080,26,36,5.23,40,902,2.63,2.73,0.32
STR045,SKU0081,32,65,14.81,63,902,0.86,3.98,0.49
STR045,SKU0082,15,32,6.12,31,902,2.24,3.14,0.29
STR045,SKU0083,23,34,6.12,34,902,1.87,2.84,0.79
STR045,SKU0084,11,30,6.56,26,902,2.34,3.61,0.75
STR045,SKU0085,57,70,13.88,76,902,1.35,2.51,0.41
STR045,SKU0086,15,72,11.57,81,902,1.68,5.15,0.56
STR045,SKU0087,30,61,12.92,70,902,0.57,3.05,0.8
STR045,SKU0088,34,97,22.69,97,902,0.79,4.69,0.85
STR045,SKU0089,24,34,3.58,32,902,1.44,5.41,0.26
STR045,SKU0090,51,64,12.36,72,902,1.7,5.71,0.71
STR045,SKU0091,36,55,6.13,60,902,0.71,4.45,0.29
STR045,SKU0092,35,41,5.63,47,902,2.56,5.26,0.21
STR045,SKU0093,38,64,13.57,67,902,2.87,4.09,0.26
STR045,SKU0094,10,14,3.83,16,902,1.99,4.22,0.6
STR045,SKU0095,7,45,12.45,37,902,0.63,4.41,0.46
STR045,SKU0096,32,58,6.61,62,902,2.35,4.85,0.28
STR045,SKU0097,41,67,12.32,55,902,1.04,4.84,0.53
STR045,SKU0098,19,48,10.4,52,902,2.33,5.25,0.56
STR045,SKU0099,56,89,11.52,93,902,1.59,4.66,0.75
STR045,SKU0100,9,94,23.79,75,902,0.63,5.59,0.66
STR046,SKU0001,50,70,17.42,72,902,1.2,4.98,0.53
STR046,SKU0002,8,18,5.05,15,902,1.57,5.75,0.43
STR046,SKU0003,7,15,1.53,12,902,2.34,5.13,0.2
STR046,SKU0004,31,44,6.31,37,902,0.83,5.09,0.78
STR046,SKU0005,47,48,12.74,47,902,1.22,5.51,0.39
STR046,SKU0006,25,31,7.26,26,902,0.71,4.8,0.35
STR046,SKU0007,18,50,13.94,42,902,2.04,3.13,0.71
STR046,SKU0008,9,14,1.56,12,902,1.69,2.79,0.25
STR046,SKU0009,27,51,11.19,40,902,2.82,3.61,0.38
STR046,SKU0010,80,96,20.53,87,902,2.35,5.35,0.5
STR046,SKU0011,56,90,9.64,94,902,2.44,2.58,0.51
STR046,SKU0012,25,85,17.23,88,902,0.91,3.03,0.31
STR046,SKU0013,52,96,21.3,114,902,1.17,2.87,0.23
STR046,SKU0014,43,89,12.31,75,902,1.78,2.63,0.53
STR046,SKU0015,36,76,11.75,87,902,0.53,5.34,0.45
STR046,SKU0016,20,39,8.89,37,902,2.68,3.48,0.4
STR046,SKU0017,43,66,12.78,63,902,2.44,5.05,0.39
STR046,SKU0018,80,95,25.8,89,902,0.64,3.0,0.55
STR046,SKU0019,41,82,13.82,69,902,2.62,3.93,0.22
STR046,SKU0020,29,38,5.83,37,902,0.51,2.91,0.27
STR046,SKU0021,4,46,13.66,51,902,0.79,2.51,0.43
STR046,SKU0022,34,96,27.09,110,902,0.64,4.65,0.54
STR046,SKU0023,17,22,2.33,26,902,1.7,4.18,0.69
STR046,SKU0024,12,41,10.42,45,902,2.46,3.96,0.41
STR046,SKU0025,41,55,6.71,57,902,0.95,2.78,0.67
STR046,SKU0026,19,32,3.38,31,902,2.43,4.56,0.47
STR046,SKU0027,31,54,8.36,62,902,0.96,5.23,0.74
STR046,SKU0028,19,26,4.0,28,902,2.98,2.74,0.54
STR046,SKU0029,76,94,24.8,81,902,2.63,3.95,0.58
STR046,SKU0030,69,75,18.16,80,902,2.34,3.59,0.5
STR046,SKU0031,7,15,4.44,14,902,1.98,5.62,0.29
STR046,SKU0032,17,27,6.54,28,902,1.11,3.42,0.32
STR046,SKU0033,17,31,5.69,35,902,0.8,5.8,0.48
STR046,SKU0034,14,42,10.07,44,902,1.65,5.4,0.27
STR046,SKU0035,25,39,11.7,45,902,1.51,2.85,0.3
STR046,SKU0036,50,90,21.78,103,902,2.19,4.18,0.64
STR046,SKU0037,5,41,10.35,34,902,0.93,4.77,0.64
STR046,SKU0038,46,51,14.67,41,902,1.91,4.58,0.29
STR046,SKU0039,53,87,10.68,82,902,2.23,4.88,0.8
STR046,SKU0040,8,19,4.58,21,902,1.25,3.99,0.8
STR046,SKU0041,31,45,12.16,40,902,2.45,5.67,0.47
STR046,SKU0042,19,43,12.51,46,902,1.58,3.45,0.55
STR046,SKU0043,51,82,11.66,81,902,0.91,2.83,0.76
STR046,SKU0044,32,37,7.43,40,902,0.99,5.92,0.73
STR046,SKU0045,13,20,4.72,17,902,1.2,4.78,0.45
STR046,SKU0046,45,87,13.01,77,902,0.9,4.81,0.42
STR046,SKU0047,17,48,10.56,43,902,1.91,5.36,0.67
STR046,SKU0048,27,56,8.48,57,902,2.87,3.98,0.45
STR046,SKU0049,20,28,4.67,25,902,2.74,3.85,0.68
STR046,SKU0050,14,24,4.52,26,902,1.31,5.82,0.29
STR046,SKU0051,26,37,7.62,34,902,2.66,3.85,0.67
STR046,SKU0052,18,33,6.27,35,902,2.89,2.77,0.75
STR046,SKU0053,33,81,16.09,95,902,1.24,3.58,0.83
STR046,SKU0054,12,18,2.87,18,902,2.76,5.56,0.52
STR046,SKU0055,27,56,7.38,50,902,2.99,2.83,0.59
STR046,SKU0056,23,42,4.6,47,902,2.49,5.01,0.4
STR046,SKU0057,30,71,9.88,57,902,1.48,3.43,0.31
STR046,SKU0058,11,28,6.06,25,902,2.02,5.11,0.32
STR046,SKU0059,63,76,19.55,72,902,1.41,4.3,0.79
STR046,SKU0060,61,83,11.11,72,902,2.99,4.73,0.58
STR046,SKU0061,35,49,5.96,51,902,0.67,3.35,0.46
